Date/Time,Open,Close,ROC
1/3/20,1827.0,1843.55,0.9058565955117655
1/7/20,1805.0,1815.75,0.5955678670360111
1/8/20,1793.0,1829.05,2.0105967651979895
1/9/20,1850.0,1880.55,1.651351351351349
1/14/2020,1902.0,1930.75,1.5115667718191377
1/16/2020,1938.7,1946.05,0.3791200288853308
1/17/2020,1948.0,1990.55,2.1842915811088273
1/23/2020,1920.0,1924.7,0.24479166666666902
1/24/2020,1927.05,1948.6,1.11828961365818
1/27/2020,1945.5,1951.5,0.30840400925212025
1/29/2020,1932.0,1974.65,2.20755693581781
1/30/2020,1977.8,2051.3,3.7162503792092343
1/31/2020,2064.05,2133.95,3.386545868559368
2/3/20,2084.0,2131.65,2.2864683301343613
2/4/20,2145.0,2155.3,0.48018648018648863
2/5/20,2160.0,2248.9,4.115740740740745
2/6/20,2255.0,2294.35,1.7450110864744972
2/10/20,2287.2,2483.65,8.5891045820217
2/12/20,2390.0,2482.15,3.8556485355648573
2/13/2020,2478.0,2544.15,2.6694915254237324
2/18/2020,2334.95,2364.9,1.2826827126919322
2/19/2020,2385.0,2424.5,1.6561844863731654
2/20/2020,2433.0,2462.65,1.2186600904233493
2/26/2020,2326.85,2358.4,1.35591035090359
2/28/2020,2279.9,2323.95,1.9321022851879348
3/3/20,2228.0,2233.05,0.22666068222622002
3/5/20,2200.0,2247.2,2.145454545454537
3/6/20,2174.9,2242.15,3.0920961883304976
3/13/2020,1904.3,2101.0,10.329254844299745
3/16/2020,1995.95,1996.3,0.017535509406543703
3/17/2020,1945.0,2021.95,3.956298200514141
3/20/2020,1790.0,1916.1,7.044692737430163
3/25/2020,1798.7,1899.1,5.581809084338682
3/26/2020,1980.0,1994.05,0.7095959595959573
3/30/2020,2079.7,2114.55,1.6757224599702056
3/31/2020,2180.0,2187.5,0.34403669724770647
4/7/20,2090.1,2170.25,3.8347447490550737
4/8/20,2222.0,2278.75,2.554005400540054
4/15/2020,2161.0,2180.9,0.9208699676075932
4/20/2020,2229.95,2256.25,1.1793986412251478
4/21/2020,2200.0,2238.2,1.7363636363636283
4/22/2020,2235.0,2290.05,2.463087248322156
4/23/2020,2290.05,2303.5,0.5873234208859989
4/24/2020,2299.45,2310.5,0.4805496966666021
4/27/2020,2300.0,2323.95,1.041304347826079
4/29/2020,2310.0,2344.35,1.4870129870129831
4/30/2020,2349.0,2383.65,1.475095785440617
5/7/20,2180.0,2182.1,0.09633027522935363
5/8/20,2190.0,2255.0,2.968036529680365
5/11/20,2280.0,2313.55,1.4714912280701833
5/15/2020,2320.0,2333.8,0.5948275862069043
5/20/2020,2335.0,2454.35,5.111349036402565
5/21/2020,2452.0,2470.25,0.7442903752039152
5/28/2020,2210.0,2308.45,4.454751131221711
6/2/20,2309.1,2381.7,3.144082109912949
6/4/20,2362.0,2414.2,2.2099915325994846
6/5/20,2438.0,2499.0,2.502050861361772
6/11/20,2390.0,2406.5,0.690376569037657
6/12/20,2312.0,2397.8,3.711072664359869
6/16/2020,2399.0,2403.55,0.18966235931638942
6/18/2020,2331.0,2350.85,0.8515658515658476
6/23/2020,2350.3,2359.9,0.40845849466025225
6/30/2020,2314.7,2317.15,0.10584524992440804
7/6/20,2296.0,2323.0,1.17595818815331
7/7/20,2313.1,2361.7,2.1010764774544946
7/13/2020,2210.05,2233.95,1.081423497205929
7/20/2020,1979.9,2019.0,1.9748472145057785
7/21/2020,2035.0,2040.8,0.28501228501228276
7/22/2020,2055.0,2110.0,2.67639902676399
7/30/2020,2039.0,2040.2,0.05885237861697133
7/31/2020,2046.0,2063.45,0.8528836754643117
8/3/20,2068.7,2093.15,1.181901677381944
8/4/20,2093.15,2165.1,3.4374029572653573
8/11/20,2120.0,2131.95,0.5636792452830103
8/12/20,2139.0,2169.2,1.4118747078073781
8/13/2020,2177.0,2207.1,1.3826366559485488
8/17/2020,2181.0,2189.75,0.40119211370930763
8/18/2020,2195.0,2259.45,2.9362186788154814
8/20/2020,2252.0,2285.9,1.5053285968028458
8/25/2020,2267.2,2341.15,3.2617325335215366
8/26/2020,2343.0,2410.1,2.863849765258212
9/3/20,2239.0,2278.4,1.7597141581063014
