Ticker,Date/Time,Open,Low,High,Close,ROC,Type Of Trade
DMART.EQ-NSE,1/1/20,1849.7,1820.0,1867.0,1828.5,-1.159420289855075,0
DMART.EQ-NSE,1/2/20,1831.0,1815.0,1854.85,1824.2,-0.37276614406314845,0
DMART.EQ-NSE,1/3/20,1827.0,1827.0,1853.0,1843.55,0.897724498928695,1
DMART.EQ-NSE,1/6/20,1827.0,1780.0,1829.0,1789.9,-2.072741493938204,0
DMART.EQ-NSE,1/7/20,1805.0,1805.0,1837.5,1815.75,0.5920418559823764,1
DMART.EQ-NSE,1/8/20,1793.0,1785.1,1837.05,1829.05,1.9709685355785767,1
DMART.EQ-NSE,1/9/20,1850.0,1826.6,1904.0,1880.55,1.6245247401026273,1
DMART.EQ-NSE,1/10/20,1886.0,1865.1,1897.9,1876.95,-0.4821652148432273,0
DMART.EQ-NSE,1/13/2020,1925.0,1880.0,1940.15,1914.65,-0.5405687723604788,0
DMART.EQ-NSE,1/14/2020,1902.0,1892.15,1940.0,1930.75,1.4890586559627088,1
DMART.EQ-NSE,1/15/2020,1938.0,1920.05,1946.0,1933.55,-0.23014662149931706,0
DMART.EQ-NSE,1/16/2020,1938.7,1922.0,1951.45,1946.05,0.3776881375093091,1
DMART.EQ-NSE,1/17/2020,1948.0,1932.4,2000.0,1990.55,2.137600160759587,1
DMART.EQ-NSE,1/20/2020,2000.0,1927.0,2004.45,1936.65,-3.2711124880592726,0
DMART.EQ-NSE,1/21/2020,1930.0,1901.9,1959.55,1912.35,-0.9229482050879855,0
DMART.EQ-NSE,1/22/2020,1930.0,1907.6,1932.0,1914.7,-0.7990807959471433,0
DMART.EQ-NSE,1/23/2020,1920.0,1910.1,1929.05,1924.7,0.24419390034810853,1
DMART.EQ-NSE,1/24/2020,1927.05,1918.15,1961.1,1948.6,1.1059222005542417,1
DMART.EQ-NSE,1/27/2020,1945.5,1928.1,1961.5,1951.5,0.3074558032282859,1
DMART.EQ-NSE,1/28/2020,1944.7,1922.2,1958.0,1930.45,-0.7381698567691471,0
DMART.EQ-NSE,1/29/2020,1932.0,1928.0,1984.25,1974.65,2.159876433798399,1
DMART.EQ-NSE,1/30/2020,1977.8,1977.8,2064.0,2051.3,3.5830936479305917,1
DMART.EQ-NSE,1/31/2020,2064.05,2061.0,2145.05,2133.95,3.2756156423533653,1
DMART.EQ-NSE,2/1/20,2120.0,2046.45,2174.55,2072.05,-2.3141333462030267,0
DMART.EQ-NSE,2/3/20,2084.0,2081.0,2157.7,2131.65,2.2353575868458746,1
DMART.EQ-NSE,2/4/20,2145.0,2112.0,2172.9,2155.3,0.4778917088108468,1
DMART.EQ-NSE,2/5/20,2160.0,2160.0,2274.0,2248.9,3.9530437102583527,1
DMART.EQ-NSE,2/6/20,2255.0,2255.0,2360.0,2294.35,1.7150827031621116,1
DMART.EQ-NSE,2/7/20,2295.0,2270.0,2330.0,2287.2,-0.3410283315844781,0
DMART.EQ-NSE,2/10/20,2287.2,2287.2,2537.45,2483.65,7.90972963179193,1
DMART.EQ-NSE,2/11/20,2480.0,2381.0,2480.0,2394.5,-3.57068281478388,0
DMART.EQ-NSE,2/12/20,2390.0,2380.0,2526.0,2482.15,3.712507302137263,1
DMART.EQ-NSE,2/13/2020,2478.0,2442.8,2560.0,2544.15,2.6000825423029337,1
DMART.EQ-NSE,2/14/2020,2440.0,2373.0,2499.0,2408.35,-1.3141777565553217,0
DMART.EQ-NSE,2/17/2020,2354.5,2330.05,2379.3,2339.45,-0.6433135993502824,0
DMART.EQ-NSE,2/18/2020,2334.95,2305.05,2384.6,2364.9,1.2664383272020072,1
DMART.EQ-NSE,2/19/2020,2385.0,2372.1,2437.0,2424.5,1.629201897298412,1
DMART.EQ-NSE,2/20/2020,2433.0,2430.0,2485.0,2462.65,1.2039875743609563,1
DMART.EQ-NSE,2/24/2020,2448.8,2370.0,2448.8,2389.7,-2.4731137799723966,0
DMART.EQ-NSE,2/25/2020,2399.0,2308.0,2429.0,2331.75,-2.8840999249490724,0
DMART.EQ-NSE,2/26/2020,2326.85,2305.05,2419.0,2358.4,1.3377713704206318,1
DMART.EQ-NSE,2/27/2020,2347.3,2310.0,2370.0,2319.7,-1.189809027029373,0
DMART.EQ-NSE,2/28/2020,2279.9,2180.0,2377.35,2323.95,1.8954796789948034,1
DMART.EQ-NSE,3/2/20,2335.0,2220.0,2340.0,2228.95,-4.757845622378258,0
DMART.EQ-NSE,3/3/20,2228.0,2172.95,2274.0,2233.05,0.22614809341484432,1
DMART.EQ-NSE,3/4/20,2260.0,2150.0,2270.0,2198.45,-2.799699788487352,0
DMART.EQ-NSE,3/5/20,2200.0,2150.0,2252.0,2247.2,2.1003915984335984,1
DMART.EQ-NSE,3/6/20,2174.9,2136.1,2250.0,2242.15,2.999353299288629,1
DMART.EQ-NSE,3/9/20,2185.0,2130.05,2200.0,2145.7,-1.8315701169781509,0
DMART.EQ-NSE,3/11/20,2146.8,2075.0,2223.3,2109.95,-1.7464868835754574,0
DMART.EQ-NSE,3/12/20,2049.0,2004.5,2049.0,2004.5,-2.2200049887752558,0
DMART.EQ-NSE,3/13/2020,1904.3,1904.3,2104.7,2101.0,9.362208472156118,1
DMART.EQ-NSE,3/16/2020,1995.95,1995.95,2095.0,1996.3,0.017532435004754248,1
DMART.EQ-NSE,3/17/2020,1945.0,1912.0,2096.1,2021.95,3.8057320903088625,1
DMART.EQ-NSE,3/18/2020,2050.1,1920.9,2060.0,1920.9,-6.726013847675559,0
DMART.EQ-NSE,3/19/2020,1824.9,1824.9,1840.0,1824.9,0.0,0
DMART.EQ-NSE,3/20/2020,1790.0,1733.7,1916.1,1916.1,6.581076144251339,1
DMART.EQ-NSE,3/23/2020,1820.3,1820.3,1900.0,1820.3,0.0,0
DMART.EQ-NSE,3/24/2020,1838.0,1729.3,1900.0,1808.7,-1.6199480289710817,0
DMART.EQ-NSE,3/25/2020,1798.7,1760.2,1899.1,1899.1,5.286714759622972,1
DMART.EQ-NSE,3/26/2020,1980.0,1950.0,1994.05,1994.05,0.7045961736165068,1
DMART.EQ-NSE,3/27/2020,2087.75,2051.0,2093.75,2079.7,-0.38707505890273514,0
DMART.EQ-NSE,3/30/2020,2079.7,1975.75,2183.0,2114.55,1.648104797711114,1
DMART.EQ-NSE,3/31/2020,2180.0,2150.0,2220.25,2187.5,0.34285714285714286,1
DMART.EQ-NSE,4/1/20,2218.0,2078.15,2230.0,2082.7,-6.496374897968991,0
DMART.EQ-NSE,4/3/20,2101.5,2020.0,2119.0,2066.95,-1.671545030116848,0
DMART.EQ-NSE,4/7/20,2090.1,2090.1,2170.25,2170.25,3.6931229121069045,1
DMART.EQ-NSE,4/8/20,2222.0,2201.05,2278.75,2278.75,2.490400438837082,1
DMART.EQ-NSE,4/9/20,2392.65,2392.65,2392.65,2392.65,0.0,0
DMART.EQ-NSE,4/13/2020,2320.0,2273.05,2320.0,2273.05,-2.065506698048869,0
DMART.EQ-NSE,4/15/2020,2161.0,2159.4,2320.0,2180.9,0.9124673300013797,1
DMART.EQ-NSE,4/16/2020,2151.0,2104.9,2210.0,2137.85,-0.6151039595855693,0
DMART.EQ-NSE,4/17/2020,2214.0,2200.0,2230.0,2212.1,-0.08589123457348632,0
DMART.EQ-NSE,4/20/2020,2229.95,2150.05,2285.0,2256.25,1.165650969529094,1
DMART.EQ-NSE,4/21/2020,2200.0,2199.45,2288.5,2238.2,1.7067286212134671,1
DMART.EQ-NSE,4/22/2020,2235.0,2225.0,2320.0,2290.05,2.4038776445929204,1
DMART.EQ-NSE,4/23/2020,2290.05,2290.05,2350.0,2303.5,0.5838940742348521,1
DMART.EQ-NSE,4/24/2020,2299.45,2269.45,2346.5,2310.5,0.4782514607227952,1
DMART.EQ-NSE,4/27/2020,2300.0,2274.0,2350.0,2323.95,1.0305729469222582,1
DMART.EQ-NSE,4/28/2020,2339.0,2285.0,2340.0,2305.8,-1.439847341486678,0
DMART.EQ-NSE,4/29/2020,2310.0,2305.8,2350.0,2344.35,1.4652249024249755,1
DMART.EQ-NSE,4/30/2020,2349.0,2325.0,2389.75,2383.65,1.453653011138384,1
DMART.EQ-NSE,5/4/20,2310.2,2269.95,2345.0,2281.3,-1.2668215491167156,0
DMART.EQ-NSE,5/5/20,2320.0,2185.3,2329.95,2198.95,-5.504900065940571,0
DMART.EQ-NSE,5/6/20,2200.0,2126.55,2249.0,2175.6,-1.1215296929582685,0
DMART.EQ-NSE,5/7/20,2180.0,2144.0,2210.3,2182.1,0.09623756931395945,1
DMART.EQ-NSE,5/8/20,2190.0,2185.0,2284.0,2255.0,2.882483370288248,1
DMART.EQ-NSE,5/11/20,2280.0,2270.0,2358.0,2313.55,1.4501523632512883,1
DMART.EQ-NSE,5/12/20,2320.55,2286.9,2347.0,2303.35,-0.7467384461762334,0
DMART.EQ-NSE,5/13/2020,2353.0,2305.0,2379.95,2352.15,-0.036137151117059244,0
DMART.EQ-NSE,5/14/2020,2344.35,2304.0,2358.0,2324.4,-0.8582860092927129,0
DMART.EQ-NSE,5/15/2020,2320.0,2290.25,2340.0,2333.8,0.5913103093667059,1
DMART.EQ-NSE,5/18/2020,2333.0,2275.0,2370.8,2306.55,-1.1467343001452306,0
DMART.EQ-NSE,5/19/2020,2341.95,2306.0,2355.6,2337.5,-0.19037433155079436,0
